dataset_id,site_name,site_property,value
Metcalfe_2009,Weiss,fragment size,<1 ha
Metcalfe_2009,Weiss,GPS Coordinate datum,GDA94
Metcalfe_2009,Weiss,land use,Semi-natural
Metcalfe_2009,Weiss,land use intensity,3
Metcalfe_2009,Weiss,Landscape,Tully-Murray
Metcalfe_2009,Weiss,no. stems >10 cm/0.1 ha,141
Metcalfe_2009,Weiss,Site Numbers,5.2
Metcalfe_2009,Weiss,Soil series,Tully
Metcalfe_2009,Weiss,soil type,alluvium
Metcalfe_2009,Weiss,species count (per plot),83
Metcalfe_2009,Weiss,SumEC,10.98
Metcalfe_2009,Weiss,tallest tree measured in plot (m),15
Metcalfe_2009,Weiss,total nitrogen (%),0.37
Metcalfe_2009,Zonta,description,lightly-logged continuous rain forest
Metcalfe_2009,Zonta,latitude (deg),-18.02467
Metcalfe_2009,Zonta,longitude (deg),145.96619
Metcalfe_2009,Zonta,Altitude,5
Metcalfe_2009,Zonta,carbon (%),4.25
Metcalfe_2009,Zonta,Date sampled,Feb-05
Metcalfe_2009,Zonta,Distance to Forest,0
Metcalfe_2009,Zonta,exchangeable Ca (m.e./100 g soil),0.13
Metcalfe_2009,Zonta,exchangeable K (m.e./100 g soil),0.05
Metcalfe_2009,Zonta,exchangeable Mg (m.e./100 g soil),0.24
Metcalfe_2009,Zonta,extractable P (ppm),14
Metcalfe_2009,Zonta,fragment size,>100 ha
Metcalfe_2009,Zonta,GPS Coordinate datum,GDA94
Metcalfe_2009,Zonta,land use,Natural
Metcalfe_2009,Zonta,land use intensity,1
Metcalfe_2009,Zonta,Landscape,Tully-Murray
Metcalfe_2009,Zonta,no. stems >10 cm/0.1 ha,188
Metcalfe_2009,Zonta,Site Numbers,2.1
Metcalfe_2009,Zonta,Soil series,Bulgun
Metcalfe_2009,Zonta,soil type,organic
Metcalfe_2009,Zonta,species count (per plot),64
Metcalfe_2009,Zonta,SumEC,0.5
Metcalfe_2009,Zonta,tallest tree measured in plot (m),35
Metcalfe_2009,Zonta,total nitrogen (%),0.19
Milberg_1997,Eneabba,description,scrub-heath
Milberg_1997,Eneabba,latitude (deg),-29.817
Milberg_1997,Eneabba,longitude (deg),115.27
Milberg_1997,Eneabba,soil,sandy soil
Milberg_1997,Watheroo National Park,description,eucalypt woodland
Milberg_1997,Watheroo National Park,latitude (deg),-30.25
Milberg_1997,Watheroo National Park,longitude (deg),115.88
Milberg_1997,Watheroo National Park,soil,loamy soil
Mokany_2008,Australian National University glasshouse,description,ANU glasshouses
Mokany_2008,Australian National University glasshouse,latitude (deg),-35.283
Mokany_2008,Australian National University glasshouse,longitude (deg),149.1167
Mokany_2008,Australian National University glasshouse,MAP (mm),622
Mokany_2008,field site north of Canberra,description,native grassland
Mokany_2008,field site north of Canberra,latitude (deg),-35.1167
Mokany_2008,field site north of Canberra,longitude (deg),149.1167
Mokany_2008,field site north of Canberra,MAP (mm),622
Moles_2000,diatreme,description,The first site (diatreme) was located on volcanic soils. The diatreme site had the highest levels of phosphorus and nitrogen (646 ug g-1 total phosphorus; 0.41% nitrogen)
Moles_2000,diatreme,latitude (deg),-33.57775
Moles_2000,diatreme,longitude (deg),151.2917
Moles_2000,diatreme,soil_total_N (%),0.41
Moles_2000,heath,description,The site 'heath' was on a sandstone ridge top. Terrace and heath sites had low levels of both nutrients (terrace; 144 ug g-1 total phosphorus; 0.08% nitrogen; heath; 79 ug g-1 total phosphorus; 0.05% nitrogen).
Moles_2000,heath,latitude (deg),-33.661111
Moles_2000,heath,longitude (deg),151.233056
Moles_2000,heath,soil_total_N (%),0.05
Moles_2000,terrace,description,The site 'terrace' was near a stream in a sandstone gully. Terrace and heath sites had low levels of both nutrients (terrace; 144 ug g-1 total phosphorus; 0.08% nitrogen; heath; 79 ug g-1 total phosphorus; 0.05% nitrogen).
Moles_2000,terrace,latitude (deg),-33.66388
Moles_2000,terrace,longitude (deg),151.245833
Moles_2000,terrace,soil_total_N (%),0.08
Moles_2003,Sturt National Park,description,Sturt National Park receives an average of 230 mm rain per year (Australian Bureau of Meteorology station in Tibooburra) and is dominated by chenopod shrublands and grasslands.
Moles_2003,Sturt National Park,latitude (deg),-29.0976
Moles_2003,Sturt National Park,longitude (deg),141.4126
Moles_2003,Sturt National Park,rainfall (mm),230
Moles_2011,Adelaide - Brookfield chenopod,description,Chenopod shrubland
Moles_2011,Adelaide - Brookfield chenopod,latitude (deg),-34.3473833
Moles_2011,Adelaide - Brookfield chenopod,longitude (deg),139.5173667
Moles_2011,Adelaide - Brookfield mallee,description,Mallee
Moles_2011,Adelaide - Brookfield mallee,latitude (deg),-34.3196333
Moles_2011,Adelaide - Brookfield mallee,longitude (deg),139.5025833
Moles_2011,Adelaide - Cox's Scrub,description,Sclerophyll shrubland
Moles_2011,Adelaide - Cox's Scrub,latitude (deg),-35.34095
Moles_2011,Adelaide - Cox's Scrub,longitude (deg),138.7398333
Moles_2011,Adelaide - Ferries,description,Mallee
Moles_2011,Adelaide - Ferries,latitude (deg),-35.23505
Moles_2011,Adelaide - Ferries,longitude (deg),139.1322333
Moles_2011,Alice Springs - Kunoth Paddock,description,Mulga woodland
Moles_2011,Alice Springs - Kunoth Paddock,latitude (deg),-23.523625
Moles_2011,Alice Springs - Kunoth Paddock,longitude (deg),133.5619
Moles_2011,Alice Springs - The Gap,description,Spinifex grassland
Moles_2011,Alice Springs - The Gap,latitude (deg),-23.7246167
Moles_2011,Alice Springs - The Gap,longitude (deg),133.8628333
Moles_2011,Brisbane - Lamington,description,Subtropical rainforest
Moles_2011,Brisbane - Lamington,latitude (deg),-28.2191333
Moles_2011,Brisbane - Lamington,longitude (deg),153.1272
Moles_2011,Cairns - Daintree canopy crane,description,Tropical rainforest
Moles_2011,Cairns - Daintree canopy crane,latitude (deg),-16.10325
Moles_2011,Cairns - Daintree canopy crane,longitude (deg),145.4461667
Moles_2011,Darwin - East Point,description,Vine thicket
Moles_2011,Darwin - East Point,latitude (deg),-12.4104167
Moles_2011,Darwin - East Point,longitude (deg),130.8200833
Moles_2011,Darwin - Howard Springs,description,Savanna
Moles_2011,Darwin - Howard Springs,latitude (deg),-12.4523056
Moles_2011,Darwin - Howard Springs,longitude (deg),131.1080278
Moles_2011,Inverell - Goonoowigal,description,Callitris woodland
Moles_2011,Inverell - Goonoowigal,latitude (deg),-29.8151833
Moles_2011,Inverell - Goonoowigal,longitude (deg),151.1209667
Moles_2011,Melbourne - Bunyip,description,Grassy woodland
Moles_2011,Melbourne - Bunyip,latitude (deg),-38.00965
Moles_2011,Melbourne - Bunyip,longitude (deg),145.6197167
Moles_2011,Melbourne - Green's Bush,description,Grassy woodland
Moles_2011,Melbourne - Green's Bush,latitude (deg),-38.4297833
Moles_2011,Melbourne - Green's Bush,longitude (deg),144.92245
Moles_2011,Perth - Darling Scarp,description,Eucalyptus woodland
Moles_2011,Perth - Darling Scarp,latitude (deg),-32.0202167
Moles_2011,Perth - Darling Scarp,longitude (deg),116.0435667
Moles_2011,Perth - Melaleuca Park,description,Sclerophyll shrubland
Moles_2011,Perth - Melaleuca Park,latitude (deg),-31.6886667
Moles_2011,Perth - Melaleuca Park,longitude (deg),115.8855167
Moles_2011,Sydney - Kuringai diatreme,description,Woodland
Moles_2011,Sydney - Kuringai diatreme,latitude (deg),-33.57775
Moles_2011,Sydney - Kuringai diatreme,longitude (deg),151.2917222
Moles_2011,Sydney - Kuringai heath,description,Sclerophyll shrubland
Moles_2011,Sydney - Kuringai heath,latitude (deg),-33.5949167
Moles_2011,Sydney - Kuringai heath,longitude (deg),151.2762778
Moles_2011,Tasmania - Mt Field,description,Nothofagus forest
Moles_2011,Tasmania - Mt Field,latitude (deg),-42.6793167
Moles_2011,Tasmania - Mt Field,longitude (deg),146.6689833
Moles_2011,Tasmania - Mt Wellington,description,Eucalyptus woodland
Moles_2011,Tasmania - Mt Wellington,latitude (deg),-42.9086333
Moles_2011,Tasmania - Mt Wellington,longitude (deg),147.27
Moles_2011,Toowoomba,description,Eucalyptus woodland
Moles_2011,Toowoomba,latitude (deg),-28.0854167
Moles_2011,Toowoomba,longitude (deg),151.72905
Moles_2011,Townsville - Savanna,description,Savanna
Moles_2011,Townsville - Savanna,latitude (deg),-19.3367167
Moles_2011,Townsville - Savanna,longitude (deg),146.75485
Moles_2011,Townsville - vine thicket,description,Vine thicket
Moles_2011,Townsville - vine thicket,latitude (deg),-19.33205
Moles_2011,Townsville - vine thicket,longitude (deg),146.7726
Moore_2019,Blackbraes,latitude (deg),-19.5512333
Moore_2019,Blackbraes,longitude (deg),144.2263333
Moore_2019,Blackbraes,site_elevation,896
Moore_2019,Blackbraes,site_name,site_53
Moore_2019,Blackbraes,soil_Clay,27.3549451
Moore_2019,Blackbraes,soil_conductivity,0.029892
Moore_2019,Blackbraes,soil_K,0.2542852
Moore_2019,Blackbraes,soil_N,1.6159879
Moore_2019,Blackbraes,soil_P,0.2621816
Moore_2019,Blackbraes,soil_pH,5.76
Moore_2019,Blackbraes,soil_Sand,44.5406593
Moore_2019,Blackbraes,soil_Silt,28.1043956
Moore_2019,Blackbraes,soil_TOC,2.2479593
Moore_2019,Blackbraes NP_1,latitude (deg),-19.52276
Moore_2019,Blackbraes NP_1,longitude (deg),144.18488
Moore_2019,Blackbraes NP_1,site_elevation,927
Moore_2019,Blackbraes NP_1,site_name,site_28
Moore_2019,Blackbraes NP_1,soil_Clay,NA
Moore_2019,Blackbraes NP_1,soil_conductivity,NA
Moore_2019,Blackbraes NP_1,soil_K,NA
Moore_2019,Blackbraes NP_1,soil_N,NA
Moore_2019,Blackbraes NP_1,soil_P,NA
Moore_2019,Blackbraes NP_1,soil_pH,NA
Moore_2019,Blackbraes NP_1,soil_Sand,NA
Moore_2019,Blackbraes NP_1,soil_Silt,NA
Moore_2019,Blackbraes NP_1,soil_TOC,NA
Moore_2019,Blackbraes NP_2,latitude (deg),-19.50498
Moore_2019,Blackbraes NP_2,longitude (deg),144.15107
Moore_2019,Blackbraes NP_2,site_elevation,868
Moore_2019,Blackbraes NP_2,site_name,site_29
Moore_2019,Blackbraes NP_2,soil_Clay,NA
Moore_2019,Blackbraes NP_2,soil_conductivity,NA
Moore_2019,Blackbraes NP_2,soil_K,NA
Moore_2019,Blackbraes NP_2,soil_N,NA
Moore_2019,Blackbraes NP_2,soil_P,NA
Moore_2019,Blackbraes NP_2,soil_pH,NA
Moore_2019,Blackbraes NP_2,soil_Sand,NA
Moore_2019,Blackbraes NP_2,soil_Silt,NA
Moore_2019,Blackbraes NP_2,soil_TOC,NA
Moore_2019,Blackbraes NP_4,latitude (deg),-19.5444
Moore_2019,Blackbraes NP_4,longitude (deg),143.95165
Moore_2019,Blackbraes NP_4,site_elevation,942
Moore_2019,Blackbraes NP_4,site_name,site_36
Moore_2019,Blackbraes NP_4,soil_Clay,NA
Moore_2019,Blackbraes NP_4,soil_conductivity,NA
Moore_2019,Blackbraes NP_4,soil_K,NA
Moore_2019,Blackbraes NP_4,soil_N,NA
Moore_2019,Blackbraes NP_4,soil_P,NA
Moore_2019,Blackbraes NP_4,soil_pH,NA
Moore_2019,Blackbraes NP_4,soil_Sand,NA
Moore_2019,Blackbraes NP_4,soil_Silt,NA
Moore_2019,Blackbraes NP_4,soil_TOC,NA
Moore_2019,Clothespeg_54,latitude (deg),-19.7715333
Moore_2019,Clothespeg_54,longitude (deg),144.25575
Moore_2019,Clothespeg_54,site_elevation,936
Moore_2019,Clothespeg_54,site_name,site_54
Moore_2019,Clothespeg_54,soil_Clay,10.0989973
Moore_2019,Clothespeg_54,soil_conductivity,0.012402
Moore_2019,Clothespeg_54,soil_K,0.0366061
Moore_2019,Clothespeg_54,soil_N,1.465597
Moore_2019,Clothespeg_54,soil_P,0.0214204
Moore_2019,Clothespeg_54,soil_pH,5.47
Moore_2019,Clothespeg_54,soil_Sand,80.9901227
Moore_2019,Clothespeg_54,soil_Silt,8.91088
Moore_2019,Clothespeg_54,soil_TOC,2.3109601
Moore_2019,Clothespeg_55,latitude (deg),-19.7715333
Moore_2019,Clothespeg_55,longitude (deg),144.25575
Moore_2019,Clothespeg_55,site_elevation,936
Moore_2019,Clothespeg_55,site_name,site_55
Moore_2019,Clothespeg_55,soil_Clay,NA
Moore_2019,Clothespeg_55,soil_conductivity,NA
Moore_2019,Clothespeg_55,soil_K,NA
Moore_2019,Clothespeg_55,soil_N,NA
Moore_2019,Clothespeg_55,soil_P,NA
Moore_2019,Clothespeg_55,soil_pH,NA
Moore_2019,Clothespeg_55,soil_Sand,NA
Moore_2019,Clothespeg_55,soil_Silt,NA
Moore_2019,Clothespeg_55,soil_TOC,NA
Moore_2019,Hidden Valley_1,latitude (deg),-18.97201
Moore_2019,Hidden Valley_1,longitude (deg),146.01037
Moore_2019,Hidden Valley_1,site_elevation,660
Moore_2019,Hidden Valley_1,site_name,site_21
Moore_2019,Hidden Valley_1,soil_Clay,NA
Moore_2019,Hidden Valley_1,soil_conductivity,NA
Moore_2019,Hidden Valley_1,soil_K,NA
Moore_2019,Hidden Valley_1,soil_N,NA
Moore_2019,Hidden Valley_1,soil_P,NA
Moore_2019,Hidden Valley_1,soil_pH,NA
Moore_2019,Hidden Valley_1,soil_Sand,NA
Moore_2019,Hidden Valley_1,soil_Silt,NA
Moore_2019,Hidden Valley_1,soil_TOC,NA
Moore_2019,Hillgrove,latitude (deg),-19.6864167
Moore_2019,Hillgrove,longitude (deg),145.8062778
Moore_2019,Hillgrove,site_elevation,323
Moore_2019,Hillgrove,site_name,site_3
Moore_2019,Hillgrove,soil_Clay,42.4667539
Moore_2019,Hillgrove,soil_conductivity,0.026818
Moore_2019,Hillgrove,soil_K,0.2943952
Moore_2019,Hillgrove,soil_N,0.628701
Moore_2019,Hillgrove,soil_P,0.0331745
Moore_2019,Hillgrove,soil_pH,5.64
Moore_2019,Hillgrove,soil_Sand,42.5007668
Moore_2019,Hillgrove,soil_Silt,15.0324793
Moore_2019,Hillgrove,soil_TOC,1.0166263
Moore_2019,Homestead,latitude (deg),-20.4469722
Moore_2019,Homestead,longitude (deg),145.5257222
Moore_2019,Homestead,site_elevation,383
Moore_2019,Homestead,site_name,site_7
Moore_2019,Homestead,soil_Clay,13.0778472
Moore_2019,Homestead,soil_conductivity,0.009858
Moore_2019,Homestead,soil_K,0.1538306
Moore_2019,Homestead,soil_N,0.2701539
Moore_2019,Homestead,soil_P,0.0058628
Moore_2019,Homestead,soil_pH,5.35
Moore_2019,Homestead,soil_Sand,63.1442489
Moore_2019,Homestead,soil_Silt,23.7779039
Moore_2019,Homestead,soil_TOC,0.9867202
Moore_2019,Hughenden,latitude (deg),-20.7091167
Moore_2019,Hughenden,longitude (deg),144.3597667
Moore_2019,Hughenden,site_elevation,345
Moore_2019,Hughenden,site_name,site_56
Moore_2019,Hughenden,soil_Clay,11.0990328
Moore_2019,Hughenden,soil_conductivity,0.038902
Moore_2019,Hughenden,soil_K,0.1585078
Moore_2019,Hughenden,soil_N,0.7228938
Moore_2019,Hughenden,soil_P,0.0212144
Moore_2019,Hughenden,soil_pH,6.45
Moore_2019,Hughenden,soil_Sand,80.9730866
Moore_2019,Hughenden,soil_Silt,7.9278806
Moore_2019,Hughenden,soil_TOC,1.1952952
Moore_2019,James Cook University_1,latitude (deg),-19.32179
Moore_2019,James Cook University_1,longitude (deg),146.76488
Moore_2019,James Cook University_1,site_elevation,21
Moore_2019,James Cook University_1,site_name,site_23
Moore_2019,James Cook University_1,soil_Clay,12.9891475
Moore_2019,James Cook University_1,soil_conductivity,0.026394
Moore_2019,James Cook University_1,soil_K,0.2623082
Moore_2019,James Cook University_1,soil_N,0.9697196
Moore_2019,James Cook University_1,soil_P,0.0142826
Moore_2019,James Cook University_1,soil_pH,5.76
Moore_2019,James Cook University_1,soil_Sand,60.4421418
Moore_2019,James Cook University_1,soil_Silt,26.5687107
Moore_2019,James Cook University_1,soil_TOC,2.0198216
Moore_2019,Juntala tall forest,latitude (deg),-19.5912167
Moore_2019,Juntala tall forest,longitude (deg),144.0269167
Moore_2019,Juntala tall forest,site_elevation,1057
Moore_2019,Juntala tall forest,site_name,site_52
Moore_2019,Juntala tall forest,soil_Clay,12.0483896
Moore_2019,Juntala tall forest,soil_conductivity,0.015794
Moore_2019,Juntala tall forest,soil_K,0.0611179
Moore_2019,Juntala tall forest,soil_N,0.7270455
Moore_2019,Juntala tall forest,soil_P,0.0116408
Moore_2019,Juntala tall forest,soil_pH,5.32
Moore_2019,Juntala tall forest,soil_Sand,72.1504438
Moore_2019,Juntala tall forest,soil_Silt,15.8011666
Moore_2019,Juntala tall forest,soil_TOC,2.1442649
Moore_2019,Juntala_50,latitude (deg),-19.5570667
Moore_2019,Juntala_50,longitude (deg),143.9784167
Moore_2019,Juntala_50,site_elevation,1034
Moore_2019,Juntala_50,site_name,site_50
Moore_2019,Juntala_50,soil_Clay,40.4288006
Moore_2019,Juntala_50,soil_conductivity,0.01325
Moore_2019,Juntala_50,soil_K,0.1342918
Moore_2019,Juntala_50,soil_N,1.6482459
Moore_2019,Juntala_50,soil_P,0.0164969
Moore_2019,Juntala_50,soil_pH,4.2
Moore_2019,Juntala_50,soil_Sand,40.4106304
Moore_2019,Juntala_50,soil_Silt,19.160569
Moore_2019,Juntala_50,soil_TOC,3.4143193
Moore_2019,Juntala_51,latitude (deg),-19.5570667
Moore_2019,Juntala_51,longitude (deg),143.9784167
Moore_2019,Juntala_51,site_elevation,1034
Moore_2019,Juntala_51,site_name,site_51
Moore_2019,Juntala_51,soil_Clay,34.7459834
Moore_2019,Juntala_51,soil_conductivity,0.014204
Moore_2019,Juntala_51,soil_K,0.2775139
Moore_2019,Juntala_51,soil_N,1.380372
Moore_2019,Juntala_51,soil_P,0.0218938
Moore_2019,Juntala_51,soil_pH,4.24
Moore_2019,Juntala_51,soil_Sand,45.0975069
Moore_2019,Juntala_51,soil_Silt,20.1565097
Moore_2019,Juntala_51,soil_TOC,2.8191467
Moore_2019,Mornington,latitude (deg),-16.77326
Moore_2019,Mornington,longitude (deg),125.8517
Moore_2019,Mornington,site_elevation,303
Moore_2019,Mornington,site_name,site_26
Moore_2019,Mornington,soil_Clay,NA
Moore_2019,Mornington,soil_conductivity,NA
Moore_2019,Mornington,soil_K,NA
Moore_2019,Mornington,soil_N,NA
Moore_2019,Mornington,soil_P,NA
Moore_2019,Mornington,soil_pH,NA
Moore_2019,Mornington,soil_Sand,NA
Moore_2019,Mornington,soil_Silt,NA
Moore_2019,Mornington,soil_TOC,NA
Moore_2019,Mount Fox_1,latitude (deg),-18.82321
Moore_2019,Mount Fox_1,longitude (deg),145.79003
Moore_2019,Mount Fox_1,site_elevation,623
Moore_2019,Mount Fox_1,site_name,site_22
Moore_2019,Mount Fox_1,soil_Clay,42.1094255
Moore_2019,Mount Fox_1,soil_conductivity,0.091054
Moore_2019,Mount Fox_1,soil_K,0.0735119
Moore_2019,Mount Fox_1,soil_N,1.8964049
Moore_2019,Mount Fox_1,soil_P,0.0438879
Moore_2019,Mount Fox_1,soil_pH,5.46
Moore_2019,Mount Fox_1,soil_Sand,40.3449805
Moore_2019,Mount Fox_1,soil_Silt,17.545594
Moore_2019,Mount Fox_1,soil_TOC,3.8500474
Moore_2019,Mount Stuart,latitude (deg),-19.3442
Moore_2019,Mount Stuart,longitude (deg),146.78059
Moore_2019,Mount Stuart,site_elevation,563
Moore_2019,Mount Stuart,site_name,site_24
Moore_2019,Mount Stuart,soil_Clay,18.763464
Moore_2019,Mount Stuart,soil_conductivity,0.024592
Moore_2019,Mount Stuart,soil_K,0.1657347
Moore_2019,Mount Stuart,soil_N,1.6422626
Moore_2019,Mount Stuart,soil_P,0.0222967
Moore_2019,Mount Stuart,soil_pH,5.16
Moore_2019,Mount Stuart,soil_Sand,55.8276784
Moore_2019,Mount Stuart,soil_Silt,25.4088576
Moore_2019,Mount Stuart,soil_TOC,2.6090765
Moore_2019,outside Darwin,latitude (deg),-13.48
Moore_2019,outside Darwin,longitude (deg),131.13
Moore_2019,outside Darwin,site_elevation,NA
Moore_2019,outside Darwin,site_name,site_25
Moore_2019,outside Darwin,soil_Clay,NA
Moore_2019,outside Darwin,soil_conductivity,NA
Moore_2019,outside Darwin,soil_K,NA
Moore_2019,outside Darwin,soil_N,NA
Moore_2019,outside Darwin,soil_P,NA
Moore_2019,outside Darwin,soil_pH,NA
Moore_2019,outside Darwin,soil_Sand,NA
Moore_2019,outside Darwin,soil_Silt,NA
Moore_2019,outside Darwin,soil_TOC,NA
Moore_2019,Prairie,latitude (deg),-20.8530278
Moore_2019,Prairie,longitude (deg),144.6838333
Moore_2019,Prairie,site_elevation,437
Moore_2019,Prairie,site_name,site_4
Moore_2019,Prairie,soil_Clay,15.030895
Moore_2019,Prairie,soil_conductivity,0.0318
Moore_2019,Prairie,soil_K,0.196892
Moore_2019,Prairie,soil_N,0.4035406
Moore_2019,Prairie,soil_P,0.0092726
Moore_2019,Prairie,soil_pH,5.82
Moore_2019,Prairie,soil_Sand,71.1248595
Moore_2019,Prairie,soil_Silt,13.8442454
Moore_2019,Prairie,soil_TOC,1.1068669
Moore_2019,site_10,latitude (deg),-27.54899
Moore_2019,site_10,longitude (deg),153.0539
Moore_2019,site_10,site_elevation,91
Moore_2019,site_10,site_name,site_10
Moore_2019,site_10,soil_Clay,18.7231388
Moore_2019,site_10,soil_conductivity,0.069218
Moore_2019,site_10,soil_K,1.6561139
Moore_2019,site_10,soil_N,2.1100504
Moore_2019,site_10,soil_P,0.0186725
Moore_2019,site_10,soil_pH,4.44
Moore_2019,site_10,soil_Sand,53.9722839
Moore_2019,site_10,soil_Silt,27.3045774
Moore_2019,site_10,soil_TOC,5.8200159
Moore_2019,site_11,latitude (deg),-27.48962
Moore_2019,site_11,longitude (deg),152.14576
Moore_2019,site_11,site_elevation,407
Moore_2019,site_11,site_name,site_11
Moore_2019,site_11,soil_Clay,15.7035316
Moore_2019,site_11,soil_conductivity,0.037206
Moore_2019,site_11,soil_K,0.0808149
Moore_2019,site_11,soil_N,1.6857483
Moore_2019,site_11,soil_P,0.008788
Moore_2019,site_11,soil_pH,4.78
Moore_2019,site_11,soil_Sand,65.8787461
Moore_2019,site_11,soil_Silt,18.4177223
Moore_2019,site_11,soil_TOC,5.6367908
Moore_2019,site_12,latitude (deg),-28.14618
Moore_2019,site_12,longitude (deg),151.44364
Moore_2019,site_12,site_elevation,518
Moore_2019,site_12,site_name,site_12
Moore_2019,site_12,soil_Clay,14.8926188
Moore_2019,site_12,soil_conductivity,0.069536
Moore_2019,site_12,soil_K,0.2084037
Moore_2019,site_12,soil_N,1.4211315
Moore_2019,site_12,soil_P,0.0160562
Moore_2019,site_12,soil_pH,4.92
Moore_2019,site_12,soil_Sand,63.552275
Moore_2019,site_12,soil_Silt,21.5551062
Moore_2019,site_12,soil_TOC,4.5671843
Moore_2019,site_13,latitude (deg),-28.12802
Moore_2019,site_13,longitude (deg),151.51673
Moore_2019,site_13,site_elevation,511
Moore_2019,site_13,site_name,site_13
Moore_2019,site_13,soil_Clay,11.0519352
Moore_2019,site_13,soil_conductivity,0.050986
Moore_2019,site_13,soil_K,0.0949016
Moore_2019,site_13,soil_N,1.1437839
Moore_2019,site_13,soil_P,0.0096308
Moore_2019,site_13,soil_pH,4.14
Moore_2019,site_13,soil_Sand,82.0406054
Moore_2019,site_13,soil_Silt,6.9074595
Moore_2019,site_13,soil_TOC,3.8557159
Moore_2019,site_14,latitude (deg),-28.12787
Moore_2019,site_14,longitude (deg),151.51659
Moore_2019,site_14,site_elevation,511
Moore_2019,site_14,site_name,site_14
Moore_2019,site_14,soil_Clay,12.9526392
Moore_2019,site_14,soil_conductivity,0.061268
Moore_2019,site_14,soil_K,0.1348067
Moore_2019,site_14,soil_N,1.64283
Moore_2019,site_14,soil_P,0.011904
Moore_2019,site_14,soil_pH,4.38
Moore_2019,site_14,soil_Sand,79.1972765
Moore_2019,site_14,soil_Silt,7.8500844
Moore_2019,site_14,soil_TOC,5.3540723
Moore_2019,site_15,latitude (deg),-28.12798
Moore_2019,site_15,longitude (deg),151.51717
Moore_2019,site_15,site_elevation,511
Moore_2019,site_15,site_name,site_15
Moore_2019,site_15,soil_Clay,13.0177914
Moore_2019,site_15,soil_conductivity,0.064236
Moore_2019,site_15,soil_K,0.0644549
Moore_2019,site_15,soil_N,1.2539659
Moore_2019,site_15,soil_P,0.0113956
Moore_2019,site_15,soil_pH,4.69
Moore_2019,site_15,soil_Sand,79.092638
Moore_2019,site_15,soil_Silt,7.8895706
Moore_2019,site_15,soil_TOC,3.9075641
Moore_2019,site_16,latitude (deg),-27.69067
Moore_2019,site_16,longitude (deg),151.65083
Moore_2019,site_16,site_elevation,559
Moore_2019,site_16,site_name,site_16
Moore_2019,site_16,soil_Clay,32.9991964
Moore_2019,site_16,soil_conductivity,0.091584
Moore_2019,site_16,soil_K,0.2437746
Moore_2019,site_16,soil_N,0.330479
Moore_2019,site_16,soil_P,0.1604762
Moore_2019,site_16,soil_pH,5.67
Moore_2019,site_16,soil_Sand,38.8764885
Moore_2019,site_16,soil_Silt,28.1243151
Moore_2019,site_16,soil_TOC,4.6049163
Moore_2019,site_30,latitude (deg),-27.6321222
Moore_2019,site_30,longitude (deg),153.2039139
Moore_2019,site_30,site_elevation,96
Moore_2019,site_30,site_name,site_30
Moore_2019,site_30,soil_Clay,NA
Moore_2019,site_30,soil_conductivity,NA
Moore_2019,site_30,soil_K,NA
Moore_2019,site_30,soil_N,NA
Moore_2019,site_30,soil_P,NA
Moore_2019,site_30,soil_pH,NA
Moore_2019,site_30,soil_Sand,NA
Moore_2019,site_30,soil_Silt,NA
Moore_2019,site_30,soil_TOC,NA
Moore_2019,site_31,latitude (deg),-27.67652
Moore_2019,site_31,longitude (deg),151.97265
Moore_2019,site_31,site_elevation,573
Moore_2019,site_31,site_name,site_31
Moore_2019,site_31,soil_Clay,23.5420856
Moore_2019,site_31,soil_conductivity,0.114692
Moore_2019,site_31,soil_K,0.1649027
Moore_2019,site_31,soil_N,0.4046885
Moore_2019,site_31,soil_P,0.1508099
Moore_2019,site_31,soil_pH,5.78
Moore_2019,site_31,soil_Sand,54.0368804
Moore_2019,site_31,soil_Silt,22.4210339
Moore_2019,site_31,soil_TOC,5.5809332
Moore_2019,site_32,latitude (deg),-27.25776
Moore_2019,site_32,longitude (deg),152.10837
Moore_2019,site_32,site_elevation,446
Moore_2019,site_32,site_name,site_32
Moore_2019,site_32,soil_Clay,8.9637831
Moore_2019,site_32,soil_conductivity,0.05141
Moore_2019,site_32,soil_K,0.0913572
Moore_2019,site_32,soil_N,0.2450621
Moore_2019,site_32,soil_P,0.0257278
Moore_2019,site_32,soil_pH,4.59
Moore_2019,site_32,soil_Sand,83.2416229
Moore_2019,site_32,soil_Silt,7.794594
Moore_2019,site_32,soil_TOC,5.2172159
Moore_2019,site_33,latitude (deg),-27.25872
Moore_2019,site_33,longitude (deg),152.11122
Moore_2019,site_33,site_elevation,432
Moore_2019,site_33,site_name,site_33
Moore_2019,site_33,soil_Clay,8.052282
Moore_2019,site_33,soil_conductivity,0.035086
Moore_2019,site_33,soil_K,0.0799119
Moore_2019,site_33,soil_N,0.1458915
Moore_2019,site_33,soil_P,0.0126312
Moore_2019,site_33,soil_pH,4.78
Moore_2019,site_33,soil_Sand,85.0738187
Moore_2019,site_33,soil_Silt,6.8738993
Moore_2019,site_33,soil_TOC,4.2021236
Moore_2019,site_34,latitude (deg),-27.71725
Moore_2019,site_34,longitude (deg),151.73432
Moore_2019,site_34,site_elevation,499
Moore_2019,site_34,site_name,site_34
Moore_2019,site_34,soil_Clay,17.9654077
Moore_2019,site_34,soil_conductivity,0.23532
Moore_2019,site_34,soil_K,0.3920122
Moore_2019,site_34,soil_N,0.6300466
